condition,model,scene_label,truth,run,local_ms,local_risk,yolo_ms,clip_label,clip_conf,clip_risk,clip_correct,yolo_meta,risk_correct,detected_risk,quality_score,reply,latency_ms,input_tokens,output_tokens,cost_usd,error
no_clip,gpt4o,person_far,caution,5,39.02,hazard,155.5,cluttered room obstacles,0.2133,caution,1,"YOLO detections: none
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.391, est_dist=~0.45m [low-conf estimate — verify visually]); brightness=129/255 (none)",0,hazard,4,"Description: The image shows a person standing in an indoor environment with various objects and furniture around. The person appears to be relatively close to the camera.
Sensor note: The local detector's estimate of the person being ~0.45m away is consistent with the visual analysis.
Proximity: The person is visually estimated to be less than 1 meter away.
Risk: Hazard
Pilot suggested action: HOVER",3990.8,755,83,0.00502,
no_clip,gpt4o_mini,person_far,caution,5,39.02,hazard,155.5,cluttered room obstacles,0.2133,caution,1,"YOLO detections: none
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.391, est_dist=~0.45m [low-conf estimate — verify visually]); brightness=129/255 (none)",0,hazard,4,"Description: The image shows a person standing in a room with various objects, including a desk and a chair. The person appears to be approximately 0.45m away, which is quite close. The environment is somewhat cluttered, but there are no immediate obstacles blocking the flight path at 1m altitude.

Sensor note: Discrepancy noted; local detector indicates a person detected with low confidence, but visual confirmation shows a person present.

Proximity: The closest object/person is the detected person, estimated at ~0.45m away.

Risk: hazard

Pilot suggested action: LAND",10854.1,3522,121,0.000601,
no_clip,gemini,person_far,caution,5,39.02,hazard,155.5,cluttered room obstacles,0.2133,caution,1,"YOLO detections: none
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.391, est_dist=~0.45m [low-conf estimate — verify visually]); brightness=129/255 (none)",0,hazard,4,"Description: A person is standing directly in front of the drone, appearing to block the immediate flight path. The background shows an indoor room with various objects and a door.
Sensor note: The local detector correctly identified a person, and my visual estimate confirms the close proximity.
Proximity: Person visually ~0.5m away.
Risk: hazard
Pilot suggested action: HOVER",1641.7,984,79,9.7e-05,
with_clip,claude,blocked_lens,hazard,1,46.26,hazard,262.5,uncertain (dark or covered lens),0.2035,unknown,0,"YOLO detections: none
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=35/255 (dark)",1,hazard,4,"Description: The image shows heavy visual noise/static — a green-dominant speckled pattern consistent with a camera sensor malfunction, extreme low-light noise amplification, or a partially obscured/covered lens rather than a navigable scene.
Sensor note: CLIP labels this as ""uncertain (dark or covered lens)"" which is consistent with what I see; brightness=35/255 confirms near-darkness; YOLO detections=none is expected given the noise pattern — no real scene information is recoverable from this frame.
Proximity: Indeterminate — no spatial information can be extracted from noise; scene geometry is completely unreadable, treat as unknown/potentially zero clearance.
Risk: hazard
Pilot suggested action: HOVER

**Reasoning:** When the camera feed is unreadable (sensor noise, lens obstruction, or total darkness), the drone has lost its primary perception input. Continuing flight blind at 1m indoor altitude risks collision with walls, furniture, or people. The safest immediate action is HOVER to stabilize in place while the system attempts to recover a valid image feed. If the feed does not recover within a short timeout, LAND should follow.",10791.4,973,257,0.006774,
with_clip,gpt4o,blocked_lens,hazard,1,46.26,hazard,262.5,uncertain (dark or covered lens),0.2035,unknown,0,"YOLO detections: none
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=35/255 (dark)",1,hazard,5,"Description: The image appears to be mostly dark with a pattern of noise, suggesting the lens might be covered or the environment is extremely dim.
Sensor note: Consistent with sensor data indicating darkness and uncertain scene label.
Proximity: Unable to visually estimate proximity due to lack of discernible objects; depth_m data unavailable.
Risk: Hazard
Pilot suggested action: HOVER",3476.2,788,75,0.005065,
with_clip,gpt4o_mini,blocked_lens,hazard,1,46.26,hazard,262.5,uncertain (dark or covered lens),0.2035,unknown,0,"YOLO detections: none
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=35/255 (dark)",0,caution,4,"Description: The image appears to be dark and grainy, with no discernible objects or features visible. The lack of clarity suggests a potentially obstructed or poorly lit environment. 

Sensor note: Consistent; no YOLO detections and the local detector indicates low brightness. 

Proximity: Unable to visually estimate proximity due to darkness; depth_m is uncertain. 

Risk: caution 

Pilot suggested action: HOVER",8292.6,3555,85,0.000584,
with_clip,gemini,blocked_lens,hazard,1,46.26,hazard,262.5,uncertain (dark or covered lens),0.2035,unknown,0,"YOLO detections: none
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=35/255 (dark)",1,hazard,5,"Description: The image is almost entirely black with significant visual noise, making it impossible to discern any objects or features. It appears the lens might be covered or the environment is extremely dark.
Sensor note: Consistent with local detector's ""brightness=35/255 (dark)"" and CLIP's ""uncertain (dark or covered lens)"". YOLO detections are also none, which is expected given the image.
Proximity: Indeterminate due to lack of visual information.
Risk: hazard
Pilot suggested action: STOP",4204.1,1011,107,0.000108,
no_clip,claude,blocked_lens,hazard,1,46.26,hazard,155.4,uncertain (dark or covered lens),0.2035,unknown,0,"YOLO detections: none
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=35/255 (dark)",1,hazard,5,"Description: The image shows heavy visual noise/static (green, blue, red pixel interference), suggesting the camera feed is severely corrupted, obstructed, or the sensor is malfunctioning — no meaningful scene content is discernible.
Sensor note: YOLO detections report none, consistent with an unreadable feed; local detector reports low brightness (35/255), which aligns with a degraded/corrupted image signal.
Proximity: Cannot be determined — visual feed is entirely corrupted static; no depth or spatial information extractable from image.
Risk: hazard
Pilot suggested action: LAND

**Reasoning:** A fully corrupted camera feed means Tier 3 cognitive reasoning is blind. With no visual situational awareness at ~1m altitude indoors, continued flight is unsafe regardless of sensor hints. The safest response is immediate controlled landing to prevent an unguided collision. Do not hover (drift risk), do not navigate (obstacle-blind). LAND immediately.",7979.7,910,216,0.00597,
no_clip,gpt4o,blocked_lens,hazard,1,46.26,hazard,155.4,uncertain (dark or covered lens),0.2035,unknown,0,"YOLO detections: none
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=35/255 (dark)",0,caution,4,"Description: The image appears to be very dark with significant noise, making it difficult to discern any objects or features clearly.
Sensor note: Consistent with the local detector's advisory of low brightness.
Proximity: Unable to visually estimate proximity due to darkness; no depth_m data available.
Risk: Caution
Pilot suggested action: HOVER",3798.2,730,69,0.004685,
no_clip,gpt4o_mini,blocked_lens,hazard,1,46.26,hazard,155.4,uncertain (dark or covered lens),0.2035,unknown,0,"YOLO detections: none
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=35/255 (dark)",0,caution,4,"Description: The image appears to be dark and grainy, with no discernible objects or features visible. The low brightness suggests a lack of clear visual information, making it difficult to assess the environment accurately. 

Sensor note: Consistent; the local detector indicates low brightness, aligning with the visual analysis.

Proximity: Estimated closest object/person is likely beyond 1m, but visibility is too poor to confirm.

Risk: Caution

Pilot suggested action: HOVER",16167.5,3497,95,0.000582,
no_clip,gemini,blocked_lens,hazard,1,46.26,hazard,155.4,uncertain (dark or covered lens),0.2035,unknown,0,"YOLO detections: none
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=35/255 (dark)",1,hazard,5,"Description: The image is completely obscured by heavy visual noise, appearing as static or a heavily pixelated, dark green and red pattern. No discernible objects or features are visible.
Sensor note: Consistent with local detector's low brightness reading, but the image quality is so poor that no objects can be detected visually, despite YOLO reporting none.
Proximity: Indeterminate due to image quality.
Risk: hazard
Pilot suggested action: HOVER",2255.9,953,91,9.9e-05,
